pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
4793068,3,0,11,1,0,0,11,0,0,2,7,2,7,7,0,0,0,0,5,7,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,2,3
9324081,3,0,1,1,0,1,3,0,0,2,3,3,4,4,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,1,1,1,1,2,3
2485399,3,0,24,3,0,15,9,0,4,1,10,0,15,10,0,0,0,0,0,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,9,1,1,1,1,2,2,2,4,4,4,4,4,2,1,1,1,10,1,0,20,0,5,1,0,1,2,3
4063384,3,0,1,1,0,0,8,0,0,2,2,2,2,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
5231320,3,0,1,1,0,2,5,2,0,1,2,2,2,2,0,0,0,0,3,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,2,0,0,2,1,2,2,3
3373633,1,0,1,1,0,12,12,0,0,1,4,4,4,4,0,0,0,0,4,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,3,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,1,4,0,0,0,0,1,1,1,2,3
3481010,3,0,1,1,0,2,20,0,0,1,7,7,7,7,2,2,1,1,4,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,1,1,0,1,1,3
7896181,2,0,1,1,0,10,26,0,0,1,7,7,7,7,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,0,30,0,0,1,4,4,4,1,2,3
8583338,2,0,1,1,0,9,9,0,0,1,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,3,0,1,0,0,1,1,1,2,1
3866071,1,0,1,1,0,9,9,0,0,1,4,4,4,4,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,2,2,3
9045840,3,0,2,1,0,0,5,0,0,2,2,2,3,3,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,2,2,3
6258796,2,0,1,1,0,10,14,0,0,1,2,2,4,4,2,2,4,0,1,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,9,1,1,1,1,3,1,4,4,4,1,1,9,1,2,20,0,1,1,1,1,2,1,2,3
5443835,3,0,1,1,0,1,4,0,0,2,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,2,4,0,0,0,0,0,0,2,2,3
4139009,1,0,1,1,0,9,12,0,0,1,8,8,12,12,4,4,4,4,8,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,4,4,4,4,4,1,1,9,1,2,43,0,0,2,0,5,3,1,2,3
5150209,3,0,4,1,0,4,12,0,0,1,1,1,1,1,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,1,0,12,0,2,0,2,3,1,1,2,3
5569680,3,0,1,1,0,2,0,0,2,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,1,0,0,0,0,2,2,3
5186975,1,0,1,1,0,9,10,0,0,1,4,4,4,4,4,4,4,4,2,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,21,0,5,1,8,8,3,1,2,1
6281933,3,0,0,1,0,5,5,2,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
6924783,3,0,19,1,0,11,9,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,2,3
6860846,2,0,1,1,0,5,15,0,0,1,1,1,1,1,2,2,3,3,2,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,3,0,1,0,0,1,2,1,1,3
5802244,1,0,2,1,0,14,14,0,0,1,4,4,7,7,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,2,2,2,2,3,2,2,2,1,1,9,2,0,3,0,0,1,1,2,2,1,2,1
9368570,3,0,4,1,0,4,7,0,0,1,1,1,2,1,0,0,0,0,3,2,1,2,2,1,1,2,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,1,2,0,0,10,0,0,0,0,1,1,2,2,3
9915802,3,0,2,1,0,2,0,2,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
8742045,3,0,1,1,0,10,10,0,0,1,4,4,5,5,0,0,0,0,10,0,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,1,2,2,3
3800698,3,0,1,1,0,1,7,0,0,1,3,3,2,2,0,0,0,0,3,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,2,2,3
9345989,2,0,1,1,0,11,14,0,0,1,10,10,10,10,1,1,1,1,15,15,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,2,1,1,1,1,1,2,4,4,4,1,1,9,1,1,50,0,10,1,1,10,3,1,1,3
9979694,3,0,0,2,0,0,1,1,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
7563925,3,0,4,1,0,16,16,0,0,1,5,5,5,5,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0,1,0,1,1,2,3
8776954,1,0,27,1,0,18,9,0,0,1,16,16,20,20,0,0,0,0,20,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3
4531080,2,0,1,1,0,6,6,0,0,1,1,1,1,1,0,0,5,5,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,1,10,0,0,0,0,1,2,1,1,3
1841233,1,0,1,5,0,11,25,0,0,1,16,16,16,16,0,0,0,0,6,12,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,6,0,15,0,2,0,4,4,4,1,2,3
8280201,1,0,4,1,0,47,66,0,0,1,30,30,60,60,3,3,2,2,30,26,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,100,0,110,0,0,2,0,51,4,1,2,1
5047950,1,0,1,1,0,11,17,0,0,1,5,5,12,12,0,0,0,0,5,12,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,3,1,14,11,2,1,2,1
5737617,2,0,9,1,0,6,9,0,0,1,3,3,3,3,0,0,0,0,3,3,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,2,3
6630803,2,0,1,5,0,6,6,0,0,1,1,1,1,1,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
3511804,2,0,1,1,0,0,6,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
1847681,3,0,0,5,0,0,0,0,4,2,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
3839553,4,0,1,1,0,2,11,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,1,2,3
2362796,2,0,2,1,0,6,28,0,0,1,10,10,10,10,0,0,0,0,10,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,11,0,21,0,20,2,13,15,3,1,1,1
5156616,2,0,1,1,0,30,13,0,0,1,29,29,23,23,1,1,1,1,16,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,20,0,15,2,2,1,3,1,2,1
2042857,2,0,1,5,0,3,7,0,0,1,4,4,4,4,0,0,0,0,4,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,1
3699245,2,0,4,1,0,12,12,0,0,1,1,1,1,1,1,1,1,1,5,5,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,29,0,1,1,0,1,2,1,2,3
8771854,1,0,2,1,0,7,48,0,0,1,12,12,12,12,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,3,0,20,0,0,0,2,1,4,1,2,3
6366956,2,0,3,1,0,6,10,0,0,1,3,3,3,3,3,3,3,3,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,3
4132234,2,0,2,1,0,17,13,0,0,1,10,10,10,10,2,2,2,2,10,10,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,10,0,2,1,2,1,3,1,1,1
5902220,1,0,1,1,0,14,5,1,0,1,14,14,14,14,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,3,1,35,0,2,1,1,1,2,1,1,1
3465633,2,0,15,1,0,3,12,0,0,1,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,2,0,1,2,2,1
9180536,2,0,1,1,0,3,10,0,0,1,4,4,4,4,0,0,0,0,0,0,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,7,0,1,1,1,1,1,1,2,3
5002252,1,0,1,1,0,5,5,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,0,0,0,0,0,0,1,2,3
2834251,1,0,1,1,0,16,16,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,5,1,500,0,1,1,1,1,1,2,3
1816890,1,0,3,1,0,12,20,0,0,1,8,8,18,18,0,0,0,0,16,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,20,0,20,0,0,0,4,1,2,1,2,3
2083660,1,0,2,1,0,10,13,0,0,1,5,5,4,4,5,5,4,4,20,5,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,6,1,30,0,2,1,13,2,2,1,1,1
5220083,1,0,1,1,0,8,33,0,0,1,15,15,15,15,0,0,0,0,15,15,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,2,2,9,1,1,1,1,1,1,1,1,1,1,1,9,4,0,50,0,4,0,4,10,4,1,2,3
2852802,1,0,8,1,0,7,8,0,0,1,4,4,8,8,0,0,0,0,10,8,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,10,20,0,0,0,6,6,2,1,2,1
1511906,2,0,4,1,0,8,22,0,0,1,10,10,10,10,1,1,1,1,6,6,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,2,17,0,14,1,1,2,1,1,1,3
6125969,3,0,1,1,0,3,10,0,5,1,4,4,4,4,1,1,1,1,3,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,1,1,2,3
5970878,3,0,9,1,0,3,9,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
8450663,3,0,2,1,0,0,2,0,0,2,1,1,1,1,1,1,0,0,2,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,1
9287675,1,0,2,1,0,6,26,0,0,1,7,7,10,10,0,0,0,0,56,56,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,26,0,4,1,4,1,2,1,2,3
3894144,1,0,1,1,0,13,62,0,0,1,18,18,12,12,1,1,1,1,5,23,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,1,2,1,1,1,1,1,1,1,1,9,2,0,48,0,10,2,25,10,5,1,2,3
2170858,1,0,4,1,0,3,7,0,0,1,5,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,15,0,0,0,0,1,1,1,2,3
9344040,1,0,1,1,0,10,10,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,2,0,0,0,2,1,1,3
1171079,2,0,3,1,0,6,30,0,0,1,10,10,10,10,0,0,0,0,15,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,1,20,0,20,2,4,2,2,1,2,3
1789942,2,0,9,1,0,9,9,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,1,3,3,2,1,2,3
5229879,1,0,1,1,0,22,22,0,0,1,8,8,8,8,0,0,0,0,8,8,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,1,3,0,1,1,1,1,1,1,1,3
5546543,1,0,4,1,0,12,31,0,0,1,9,9,9,9,1,1,1,1,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,6,0,15,0,4,1,2,2,4,1,1,3
9326652,1,0,3,1,0,9,42,0,0,1,20,20,0,0,1,1,0,0,10,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,2,9,1,1,1,1,1,1,4,4,4,1,1,9,0,0,32,0,0,2,40,5,3,1,2,3
7886606,3,0,1,1,0,13,26,0,0,1,3,3,2,2,0,0,0,0,3,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,2,1,1,5,25,6,0,0,0,16,5,2,1,2,3
3107989,2,0,1,1,0,6,13,0,0,1,4,4,4,4,0,0,0,0,1,0,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,12,0,0,0,3,2,1,1,2,3
6681327,2,0,2,1,0,8,17,0,0,1,2,2,2,2,2,2,2,2,6,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,18,50,15,1,1,2,1,1,1,3
1527379,1,0,2,1,0,6,15,0,0,1,2,2,2,2,0,0,0,0,0,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,10,0,0,1,16,1,2,1,1,1
9135303,3,0,1,1,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
7396447,2,0,0,6,0,8,0,0,0,1,2,2,2,2,2,2,2,2,8,8,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,9,2,1,2,1,1,1,1,4,4,4,4,4,1,2,9,0,0,40,0,0,0,0,2,4,1,1,1
4975888,2,0,1,1,0,0,3,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
5991146,2,0,2,1,0,30,74,0,0,1,30,30,45,45,0,0,0,0,61,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,1,4,4,4,1,1,9,4,2,153,0,72,1,72,0,5,1,1,3
1187342,2,0,2,1,0,7,3,0,0,1,5,5,8,8,2,2,2,2,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,1,3,1,2,3
1524330,1,0,1,1,0,12,7,0,0,1,4,4,5,5,0,0,0,0,5,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,1,0,1,2,3
6354447,3,0,2,1,0,3,4,0,3,1,1,1,1,1,0,0,0,0,4,6,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,2,2,3
2226174,1,0,1,1,0,4,6,0,0,1,12,12,12,12,0,0,0,0,6,12,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,0,15,0,0,2,0,3,1,1,1,3
6236516,1,0,2,1,0,10,36,0,0,1,15,15,15,15,1,1,0,0,15,12,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,7,80,35,0,1,0,6,2,5,1,1,3
9446008,2,0,2,1,0,8,29,0,0,1,12,12,12,12,12,12,12,12,0,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,25,100,0,0,0,3,4,1,2,3
9624050,2,0,1,1,0,10,20,0,0,1,4,4,4,4,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,3,3,3,3,3,3,3,3,1,1,9,1,0,4,0,0,1,0,0,2,1,1,3
6794684,3,0,1,1,0,1,5,1,0,1,3,3,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
7665937,3,0,10,1,0,4,10,3,0,1,3,3,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,1,0,7,0,0,0,0,0,1,2,2,3
3069382,1,0,1,1,0,13,12,0,0,1,9,9,9,9,0,0,0,0,7,7,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,0,1,0,2,1,1,2,3
4661183,1,0,4,1,0,9,22,0,0,1,6,6,6,6,2,2,2,2,6,6,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,0,0,1,0,2,1,2,3
2312003,2,0,2,1,0,10,18,0,0,1,6,6,4,4,0,0,0,0,6,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,1,0,0,0,1,1,2,1
9490960,2,0,1,1,0,6,30,0,0,1,10,10,10,10,1,1,1,1,24,12,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,22,0,0,1,2,4,2,1,2,2
9973767,1,0,1,1,0,7,7,0,0,1,0,0,20,20,0,0,0,0,0,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,0,0,2,1,2,3
4400501,1,0,4,1,0,11,24,0,0,1,2,2,2,2,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,2,4,4,4,1,1,9,0,0,23,0,23,0,0,1,2,1,1,3
9901149,1,0,1,1,0,8,16,0,0,1,4,4,3,3,4,4,4,4,8,5,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,9,1,2,9,2,2,2,2,4,4,4,4,4,1,2,9,0,0,12,0,10,1,0,1,1,1,2,3
8166847,2,0,1,1,0,7,3,0,0,1,4,4,4,4,0,0,0,0,16,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,1,3
3121538,3,0,1,1,0,2,10,0,0,1,3,3,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,10,0,1,0,0,0,1,1,2,2,2,3
7190341,2,0,3,1,0,10,8,0,0,1,10,10,10,10,0,0,0,0,15,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,9,2,2,9,1,1,1,1,4,2,4,4,4,1,1,9,1,0,30,0,0,1,1,1,1,1,2,1
