pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
6034470,1,0,1,1,0,3,9,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,1,0,0,0,1,1,2,3
9338683,2,0,2,1,0,8,14,0,0,1,4,4,4,4,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,0,1,1,1,1,1,2,3
8085794,3,0,2,2,0,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
7202827,3,0,3,2,0,1,1,2,2,2,2,2,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,2,2,3
7834872,2,0,4,1,0,9,15,0,0,1,2,2,2,2,0,0,0,0,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,8,1,0,1,1,1,1,1,1,2,3
6186392,1,0,1,1,0,2,10,0,0,2,6,6,10,2,6,6,12,3,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,12,1,0,0,1,9,0,0,1,2,3
3046140,1,0,4,1,0,8,16,0,0,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,3,0,15,0,0,1,0,1,2,1,2,1
3290589,1,0,4,1,0,5,15,0,0,1,4,4,4,4,0,0,0,0,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,3,0,0,0,1,1,1,1,2,3
2904044,2,0,40,1,0,11,55,0,0,1,20,20,20,20,2,2,2,2,25,25,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,1,1,1,1,1,1,9,3,0,35,0,10,1,40,1,7,1,1,1
4986461,2,0,1,1,0,7,13,0,0,1,10,10,10,10,0,0,0,0,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,10,0,2,2,2,2,2,1,1,3
4892706,1,0,25,1,0,11,21,0,0,1,6,6,6,6,0,0,0,0,18,20,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,4,0,12,100,5,1,0,1,4,1,1,1
8527196,3,0,1,1,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
5071813,2,0,2,1,0,26,26,0,0,1,3,3,3,3,0,0,0,0,6,6,1,1,2,1,2,2,1,1,2,1,2,2,1,3,2,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,2,3,0,2,2,3,2,3,1,1,3
8616114,1,0,1,1,0,7,16,0,0,1,5,5,5,5,0,0,0,0,10,10,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,10,0,0,1,0,2,1,1,2,3
5037584,1,0,2,1,0,10,15,0,0,1,10,10,10,10,10,10,10,10,2,6,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,12,0,0,1,1,2,4,1,2,3
2256826,2,0,1,1,0,9,19,0,0,1,12,12,12,12,4,4,4,4,0,0,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,7,0,0,0,0,1,0,1,2,3
7365079,3,0,1,1,0,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
2649373,1,0,3,1,0,5,13,0,0,1,8,8,8,8,2,2,2,2,6,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,18,0,2,0,1,1,2,2,2,3
1007186,2,0,1,3,0,4,13,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,9,2,2,9,1,3,3,3,3,3,3,3,3,4,2,9,0,0,0,0,0,0,0,0,0,1,2,2
2841852,1,0,1,1,0,8,32,0,0,1,12,12,23,23,0,0,0,0,16,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,12,0,8,0,0,0,30,30,3,1,2,3
1232078,3,0,2,5,0,1,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,1
5247413,1,0,1,1,0,5,18,0,0,1,5,5,5,5,0,0,0,0,4,4,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,15,10,0,2,0,3,3,2,1,2,1
1889857,3,0,4,1,0,3,13,0,0,1,1,1,1,1,1,1,1,1,11,6,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,12,0,0,0,0,2,2,1,2,3
6917120,3,0,4,1,0,6,17,0,0,1,5,5,4,4,0,0,0,0,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,4,4,4,4,4,1,1,1,1,0,1,0,0,1,4,1,1,1,2,3
2408653,4,0,1,1,0,4,7,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,3
9281144,3,0,1,1,0,2,0,7,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,0,0,1,1,0,2,2,3
2468551,2,0,1,1,0,0,5,0,0,2,1,1,1,1,0,0,0,0,3,0,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
5931410,3,0,2,1,0,3,2,4,3,2,3,3,4,4,0,0,0,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,1,6,6,0,0,0,1,1,2,2,2,3
9000682,1,0,1,1,0,10,20,0,0,1,12,12,5,5,0,0,0,0,6,3,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,12,25,0,3,0,0,5,4,1,2,1
5244225,1,0,1,1,0,6,3,0,0,1,6,6,6,6,2,2,2,2,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,2,1,1,0,1,1,1,2,3
5981016,2,0,1,1,0,50,50,0,0,1,15,15,15,15,0,0,0,0,15,15,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,1,1,1,1,1,4,4,4,1,1,9,1,0,50,500,30,1,36,50,3,1,1,2
4519841,1,0,3,1,0,7,8,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,1,0,100,1,0,1,1,1,1,1,1,1,1
6488252,1,0,4,1,0,10,5,0,0,1,10,10,4,4,2,2,2,2,30,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,4,1,9,0,0,30,0,0,0,0,0,0,1,2,3
5447662,2,0,3,1,0,22,22,0,0,1,10,10,10,10,0,0,0,0,10,10,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,0,0,30,0,0,0,2,2,3,1,2,1
6185217,1,0,1,1,0,10,23,0,0,1,3,3,3,3,0,0,0,0,15,15,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,5,0,1,1,0,3,2,1,2,2
6023342,2,0,1,1,0,11,14,0,0,1,4,4,10,10,0,0,0,0,12,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,50,0,6,1,6,1,4,1,2,1
2450271,1,0,1,1,0,8,11,0,0,1,6,6,6,6,0,0,0,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,3,5,0,1,0,3,1,1,1,2,3
6731651,3,0,1,1,0,6,6,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
8183570,3,0,1,1,0,2,1,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
3449276,1,0,1,1,0,4,13,0,0,1,3,3,4,4,1,1,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,9,1,1,1,1,3,4,2,4,4,1,1,9,2,0,0,0,1,1,1,1,1,1,1,3
2791846,3,0,1,1,0,0,4,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
6592282,3,0,6,1,0,0,5,0,1,2,1,1,1,1,0,0,0,0,3,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
5533349,3,0,2,1,0,5,6,0,0,1,2,2,2,2,0,0,0,0,5,5,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,15,0,0,0,0,3,1,2,2,1
6158594,3,0,1,1,0,0,3,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
1351607,1,0,1,1,0,11,48,0,0,1,33,33,51,51,1,1,1,1,57,0,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,0,69,0,0,1,1,2,3,1,2,1
6400419,1,0,1,1,0,12,10,0,0,1,8,8,8,8,0,0,0,0,4,5,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,0,0,52,0,8,1,2,0,2,1,2,1
3445884,1,0,1,1,0,13,6,0,0,1,5,5,5,5,1,1,1,1,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,0,0,0,1,1,2,1
3957712,2,0,4,1,0,22,22,0,0,1,10,10,10,10,1,0,1,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,10,1,1,1,1,1,2,3
6863479,2,0,1,1,0,6,26,0,0,1,14,14,14,14,0,0,0,0,25,24,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,25,0,0,0,2,2,4,1,2,3
2962222,1,0,2,1,0,50,50,0,0,1,60,60,50,50,0,0,0,0,30,50,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,15,2,100,500,5,1,15,3,10,1,2,1
2692945,1,0,1,1,0,10,26,0,0,1,5,5,5,5,0,0,0,0,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,1,2,3,3,1,2,3
3264625,3,0,1,3,0,1,7,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,2,2,2
3867427,1,0,3,1,0,6,11,0,0,1,3,3,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,5,0,30,0,0,0,0,1,3,1,2,3
8777387,1,0,1,3,0,8,11,0,0,1,3,3,7,7,1,1,1,1,11,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,2,4,0,1,1,1,2,1,1,2,3
6315756,1,0,1,1,0,5,18,0,0,1,3,3,2,2,0,0,0,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,8,0,0,1,0,0,2,1,1,1
4736598,2,0,4,1,0,20,14,0,0,1,12,12,12,12,0,0,0,0,6,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,24,0,10,2,10,10,6,1,2,1
2709796,2,0,4,1,0,23,18,0,0,1,4,4,4,3,4,4,4,3,32,30,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,5,25,0,10,0,0,0,0,1,1,1
1553437,3,0,1,1,0,0,5,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
9734184,2,0,5,1,0,10,26,0,0,1,9,8,8,8,9,8,8,8,10,8,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,2,2,4,4,4,1,1,9,4,5,60,100,5,3,0,2,5,1,1,3
9928320,3,0,1,1,0,0,3,1,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,3,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
5918849,2,0,1,1,0,3,7,0,0,1,3,3,3,3,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,2,3
3850100,3,0,1,2,0,3,1,1,1,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
7298971,3,0,1,1,0,1,1,0,3,2,2,2,2,2,0,0,0,0,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,1,2,1,1
7129885,3,0,1,1,0,0,5,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,4,0,0,0,0,1,0,2,2,3
9901413,1,0,1,4,0,10,20,0,0,1,4,4,4,4,0,0,0,0,20,20,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,2,2,9,1,1,1,1,4,4,4,4,4,1,1,9,0,0,35,0,0,1,0,1,2,1,2,2
2657597,2,0,1,1,0,5,18,0,0,1,2,2,6,6,0,0,0,0,2,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,9,1,3,2,2,0,0,0,0,0,1,1,9,1,1,18,0,18,1,9,9,3,1,2,3
5098166,3,0,8,1,0,1,8,0,0,1,2,2,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,2,1,1,3
4636195,2,0,1,1,0,10,39,0,0,1,9,9,19,19,4,4,4,4,16,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,8,0,30,2,16,22,3,1,2,1
9873859,2,0,1,1,0,8,11,0,0,1,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,10,0,0,0,0,1,2,1,2,3
6456246,1,0,4,1,0,18,37,0,0,1,10,10,32,32,0,0,0,0,40,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9,2,2,9,1,1,1,1,1,1,1,4,4,1,1,9,2,0,60,0,10,1,0,1,8,1,2,3
5526836,2,0,1,1,0,14,12,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,10,4,0,1,1,1,1,2,1,1,1
5842087,1,0,4,1,0,10,4,0,0,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,9,2,2,9,1,4,4,4,4,4,4,4,4,2,1,9,1,0,20,465,5,0,1,10,2,1,1,1
2512819,2,0,2,1,0,9,12,0,0,1,2,2,2,2,0,0,0,0,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,8,0,1,0,0,1,1,1,1,3
5679627,3,0,1,1,0,8,8,4,0,1,5,5,5,5,0,0,0,0,5,5,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,9,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
8717411,2,0,1,1,0,10,45,0,0,1,7,7,7,7,0,0,0,0,7,0,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,40,0,0,1,37,2,3,1,2,1
7863818,3,0,2,1,0,12,5,0,0,1,3,3,5,5,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1,2,3
8173110,1,0,1,1,0,1,10,0,0,1,6,6,6,6,2,2,2,2,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,4,0,2,1,1,1,2,1,2,3
4809396,3,0,1,1,0,10,23,5,0,1,8,8,9,9,0,0,0,0,12,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,2,2,2,2,2,3,3,3,3,3,1,1,2,10,20,0,2,0,2,1,1,1,1,2
5430001,1,0,3,1,0,24,36,0,0,1,10,10,26,26,2,2,2,2,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,1,1,4,1,4,1,1,9,10,0,20,0,2,1,20,20,5,1,2,1
2510129,1,0,4,1,0,12,10,0,0,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,5,1,0,0,0,1,0,1,1,2,3
6535691,2,0,2,1,0,23,29,0,0,1,27,27,35,35,0,0,0,0,75,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,0,2,1,1,9,3,0,57,200,30,1,44,3,6,1,2,1
5281202,2,0,1,1,0,13,13,0,0,1,3,3,2,2,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,1,3,3,3,3,1,9,0,0,2,0,0,1,0,1,1,1,2,3
5619693,1,0,3,1,0,10,13,0,0,1,5,5,3,3,0,0,0,0,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,4,2,10,0,2,0,1,2,4,1,1,1
7385001,2,0,1,1,0,6,20,0,0,1,10,10,10,10,10,10,10,10,5,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,8,10,0,1,1,0,1,2,1,2,3
4661762,2,0,1,1,0,6,12,0,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,3,0,4,0,1,1,1,1,1,2
5555927,1,0,1,1,0,5,15,0,0,1,10,10,10,10,0,0,0,0,5,5,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,8,100,0,2,1,1,3,1,2,3
5784009,2,0,4,1,0,17,16,0,0,1,3,3,3,3,0,0,0,0,7,10,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,9,0,1,0,1,2,2,1,1,1
3619257,2,0,1,1,0,15,11,0,0,1,2,2,2,2,0,0,0,0,5,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,9,1,1,1,1,2,2,2,2,1,3,2,3,1,1,9,2,0,10,0,0,0,0,1,1,1,2,3
4651695,1,0,1,1,0,12,12,0,0,1,2,2,2,2,2,2,2,2,6,6,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,0,30,0,30,3,5,2,4,1,1,1
2935626,2,0,1,1,0,10,19,0,0,1,11,11,30,30,0,0,0,0,28,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,9,1,1,1,1,4,3,3,3,3,1,1,9,13,10,44,0,0,2,0,19,5,1,2,3
7332286,3,0,2,5,0,2,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
2988137,3,0,5,1,0,5,3,0,2,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,2,3
7972004,3,0,0,7,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
8823173,1,0,1,1,0,10,14,0,0,1,10,10,10,10,1,1,1,1,15,15,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,2,2,2,4,1,4,4,4,1,1,9,1,0,20,0,2,1,1,1,1,1,2,2
