pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,Cluster,Deficit_Tier
7285946,3,8,6,1,6,0,6,0,0,2,1,1,1,1,0,0,1,1,5,6,1,2,2,1,1,2,1,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,3,10,0,0,1,1,2,3,1,2,2,2,Well Equipped
4624117,2,2,2,1,21,7,21,0,0,1,2,2,2,2,2,2,2,2,2,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,2,1012,0,1,0,2,0,1,1,2,2,Well Equipped
9434774,1,1,1,1,15,6,15,0,0,1,9,9,9,9,3,2,4,3,9,18,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,3,0,0,1,0,5,0,1,2,2,2,Well Equipped
1237560,2,9,8,1,7,9,7,0,0,1,2,2,4,4,0,0,0,0,8,16,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,4,3,0,0,0,3,1,2,1,1,2,2,Well Equipped
1605682,1,2,2,1,14,8,17,0,0,1,20,20,22,22,2,2,2,2,18,20,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,5,0,5,1,2,1,2,1,1,3,0,Server Deficit
7798453,3,5,1,1,5,1,1,0,0,2,0,0,0,0,1,1,1,1,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
6761085,1,2,2,1,62,10,62,0,0,1,48,44,34,31,20,18,14,12,96,93,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,6,5,80,1500,5,2,0,6,3,1,1,2,1,Moderate Deficit
9221072,2,7,7,2,32,6,32,0,0,1,2,2,2,2,0,0,0,0,15,15,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,20,1,2,1,1,1,1,2,1,Moderate Deficit
4481942,1,1,0,1,7,2,7,0,0,1,2,2,2,2,0,0,0,0,5,5,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,1,1,1,2,3,0,Server Deficit
2143907,2,2,1,3,9,2,9,0,0,1,1,1,2,2,2,2,2,2,2,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,1,0,1,2,2,2,Well Equipped
8568191,1,1,3,7,14,5,5,0,0,1,3,3,2,2,1,1,1,1,6,6,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,1,1,1,1,2,2,Well Equipped
9189954,2,3,3,1,33,12,28,0,0,1,56,56,56,56,1,1,1,1,0,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,4,4,4,1,1,1,2,9,0,36,100,36,3,21,10,3,1,1,1,1,Moderate Deficit
9693749,3,8,4,2,13,9,14,0,0,1,2,2,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,0,1,0,1,1,1,1,2,1,Moderate Deficit
5848689,3,7,1,2,5,1,3,0,0,1,1,1,1,1,0,0,0,0,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,3,0,1,1,0,1,2,2,2,Well Equipped
8170508,3,5,1,1,5,0,2,0,0,2,1,1,2,2,0,0,0,0,4,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,1,1,1,2,2,2,Well Equipped
7028223,3,7,17,1,9,2,15,1,1,1,9,9,9,9,0,0,0,0,15,25,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,10,6,0,9,1,2,4,4,1,1,2,2,Well Equipped
9565906,2,3,3,1,49,8,49,0,0,1,26,24,27,25,11,9,11,10,72,75,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,4,4,4,1,1,9,4,1,20,1499,1,1,0,29,0,1,1,3,1,Moderate Deficit
5752462,2,4,4,1,43,5,43,0,0,1,14,13,13,12,5,4,5,3,13,24,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,4,4,4,4,1,9,2,0,26,500,2,2,1,2,0,1,1,2,1,Moderate Deficit
9359495,4,1,1,2,5,0,2,0,0,2,1,1,1,1,0,0,0,0,3,3,1,1,2,1,1,2,2,1,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,2,1,2,2,Well Equipped
3735455,3,0,4,1,0,17,51,6,0,1,28,28,28,28,2,2,2,2,6,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,1,10,131,240,6,1,12,23,8,1,1,1,1,Moderate Deficit
2192812,2,11,11,7,28,7,0,0,28,1,2,2,0,0,0,0,0,0,4,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,0,1,0,1,1,1,1,2,1,Moderate Deficit
8466513,2,7,7,1,30,8,30,0,0,1,7,7,6,6,2,1,2,1,14,12,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,1,0,25,0,2,1,1,1,0,1,1,2,1,Moderate Deficit
4180764,6,6,1,5,7,1,1,0,0,2,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,4,1,0,0,0,1,1,1,1,2,2,2,Well Equipped
7659878,3,5,2,1,5,1,4,0,0,1,2,2,2,2,1,1,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,1,0,1,0,1,1,2,2,2,Well Equipped
2925269,1,3,2,1,20,6,19,0,0,1,13,13,13,13,3,3,3,3,52,44,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,6,10,0,0,1,4,2,4,1,2,2,2,Well Equipped
6531601,3,5,2,1,5,2,2,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
3236490,3,1,3,1,7,0,4,0,1,2,1,1,1,1,0,0,0,0,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,0,0,0,1,1,1,2,2,2,Well Equipped
1014319,3,6,2,1,5,0,2,0,0,2,2,2,2,2,1,1,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,1,1,1,2,2,2,Well Equipped
7517143,2,3,3,7,72,21,26,0,0,1,0,0,4,3,0,0,3,2,0,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,2,0,20,1436,1,1,0,1,1,1,1,2,1,Moderate Deficit
9674529,2,1,1,1,33,2,10,23,0,1,2,2,1,1,1,1,1,1,2,3,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,5,9,0,0,0,0,1,0,1,2,2,2,Well Equipped
4564367,1,4,4,1,30,8,30,0,0,1,17,16,8,8,6,4,3,2,48,24,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,1,0,20,0,0,0,0,2,0,1,1,2,1,Moderate Deficit
2727996,3,5,5,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,1,1,1,2,2,2,Well Equipped
4625499,2,19,19,2,16,5,15,1,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,0,0,20,1500,0,1,0,1,1,1,1,2,1,Moderate Deficit
9145079,3,4,2,1,4,0,2,0,0,2,1,1,2,2,0,0,0,0,4,11,1,2,2,1,2,2,1,2,2,1,2,2,1,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,1,1,2,2,2,2,Well Equipped
1158608,3,4,4,7,3,1,3,0,0,1,4,4,4,4,1,1,1,1,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,5,0,0,0,1,1,2,1,2,2,2,Well Equipped
3788800,3,5,5,2,34,10,33,4,0,1,0,0,38,38,0,0,0,0,0,30,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,0,0,40,0,3,1,5,6,6,1,2,2,1,Moderate Deficit
8214974,3,1,1,1,8,2,8,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,11,0,10,1,1,1,1,1,1,2,2,Well Equipped
6665653,1,5,4,1,23,5,23,0,0,1,13,12,13,12,5,4,5,4,24,12,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,0,0,28,0,0,0,0,2,0,1,1,2,1,Moderate Deficit
9616986,3,4,4,1,2,0,2,0,0,2,2,0,2,0,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,1,0,1,2,2,2,Well Equipped
1373442,3,3,1,1,5,1,5,0,0,1,0,0,1,0,0,0,1,1,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,1,0,1,2,2,2,Well Equipped
6281633,3,11,3,2,13,4,12,3,0,1,2,2,4,4,1,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,5,8,0,0,1,1,2,1,1,1,2,2,Well Equipped
6533528,3,2,1,5,2,1,1,0,1,2,1,1,1,1,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,0,0,1,2,2,0,Server Deficit
8729100,3,10,10,2,10,6,10,0,0,1,2,2,0,0,1,1,1,1,10,10,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,10,0,0,1,1,1,2,1,1,2,2,Well Equipped
5753380,2,1,1,1,7,3,7,0,0,1,2,2,4,4,0,0,0,0,6,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,1,0,1,2,3,0,Server Deficit
1093203,2,1,1,1,10,1,10,0,0,1,4,4,4,4,1,1,1,1,12,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,6,0,0,0,0,1,0,1,2,2,0,Server Deficit
2086373,3,3,1,1,5,0,0,2,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,1,2,2,2,Well Equipped
8475432,3,5,1,1,5,0,1,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,1,2,2,0,Server Deficit
1045511,3,1,1,2,5,3,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,1,2,2,Well Equipped
5480309,2,1,1,1,9,6,9,0,0,1,3,3,3,3,1,1,1,1,9,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,1,1,0,2,1,2,2,2,Well Equipped
6655801,3,6,3,1,11,2,9,0,0,1,0,0,0,0,2,2,2,2,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,3,10,0,0,1,3,3,4,1,1,2,2,Well Equipped
6227752,1,0,1,1,0,0,8,0,0,2,1,1,1,1,0,0,0,0,12,12,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,2,9,0,Server Deficit
5992797,3,6,1,1,5,2,0,2,0,2,1,1,1,1,0,0,0,0,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,2,0,0,0,1,0,1,1,2,2,2,Well Equipped
4806321,3,4,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
3149501,1,1,1,1,10,5,13,0,0,1,3,3,3,3,1,1,1,1,9,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,7,0,5,1,0,1,1,1,1,3,0,Server Deficit
8114917,3,1,1,1,5,210,5,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
7650435,3,5,4,2,9,2,0,7,0,2,2,2,2,2,1,1,1,1,2,6,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,1,0,1,1,1,1,2,2,Well Equipped
9222760,3,5,1,1,5,4,3,1,0,2,1,1,1,1,0,0,0,0,3,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,1,0,2,2,2,2,Well Equipped
6442946,1,1,0,8,5,4,5,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
4113965,1,1,1,1,50,8,50,0,0,1,36,36,54,54,0,0,0,0,60,42,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,1,0,25,0,1,0,1,1,2,1,1,2,1,Moderate Deficit
1321689,3,18,8,1,41,12,17,0,0,1,2,2,2,2,0,0,0,0,8,4,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,0,0,21,0,0,1,1,3,1,1,2,3,1,Moderate Deficit
4776246,2,2,2,7,5,5,5,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,10,1,1,1,1,1,2,2,2,Well Equipped
3849097,3,11,4,2,37,4,30,7,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,1,1,3,1,1,1,1,2,1,Moderate Deficit
6960906,3,4,2,1,5,1,2,1,0,2,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
6984258,3,1,1,1,2,0,2,0,0,2,1,1,1,1,1,1,1,1,4,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
3526550,1,1,1,1,6,3,9,0,0,1,2,2,4,4,0,0,0,0,2,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,4,0,0,0,0,1,2,3,0,Server Deficit
8317130,2,3,15,1,15,2,15,0,0,1,1,1,1,1,3,3,3,3,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,2,2,Well Equipped
2381813,2,1,1,3,5,0,5,0,0,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
3998366,3,13,6,2,25,9,16,0,0,1,1,1,3,3,1,1,1,1,20,30,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,7,1,20,0,0,1,0,1,1,1,1,2,1,Moderate Deficit
2642948,2,6,6,1,5,6,5,0,0,1,0,0,2,2,0,0,0,0,0,16,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,5,0,0,0,0,1,1,1,1,2,2,2,Well Equipped
2054407,3,7,5,2,4,2,4,0,0,1,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,1,2,2,Well Equipped
5853782,1,1,1,1,7,2,7,0,0,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,150,0,0,0,0,0,1,2,2,2,Well Equipped
2365133,1,3,3,3,26,6,26,0,0,1,0,0,14,13,0,0,3,3,0,39,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,0,18,0,18,1,0,1,1,1,1,2,1,Moderate Deficit
9749527,1,2,2,1,49,11,56,0,0,1,25,25,46,46,0,0,0,0,40,46,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,2,22,56,0,0,1,36,36,4,1,2,3,1,Moderate Deficit
4176973,2,2,2,1,46,8,46,0,0,1,21,19,33,30,8,7,15,11,19,60,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,1,35,0,0,2,0,33,0,1,1,2,1,Moderate Deficit
6846990,3,2,1,1,6,1,6,0,0,1,2,2,2,2,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,1,1,2,2,2,Well Equipped
2052086,2,16,16,2,19,6,19,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,1500,3,1,0,1,1,1,1,2,1,Moderate Deficit
6893973,1,1,1,1,20,7,26,0,0,1,9,9,8,8,3,2,3,2,9,24,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,2,4,4,4,1,1,9,0,0,25,0,10,1,8,6,0,1,2,2,1,Moderate Deficit
8689426,3,1,2,2,2,0,0,2,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,1,1,1,2,2,2,Well Equipped
3750039,3,4,2,7,5,4,1,0,3,1,0,0,2,2,0,0,0,0,0,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,1,1,0,1,2,2,2,Well Equipped
8051848,3,5,2,1,5,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,1,0,0,0,0,1,2,2,2,Well Equipped
9329322,1,1,1,1,7,1,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,1,1,1,1,2,3,0,Server Deficit
2147793,3,8,3,1,5,1,3,0,0,2,1,1,2,2,0,0,0,0,5,19,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,1,0,2,0,1,1,2,2,2,Well Equipped
4856053,1,1,1,1,10,1,10,0,0,1,4,2,2,2,2,2,1,1,2,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,Well Equipped
6159765,2,1,1,1,18,4,18,0,0,1,7,7,6,6,2,1,2,1,14,6,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,10,10,2,1,0,2,0,1,1,2,2,Well Equipped
1446049,3,8,8,2,33,6,9,3,21,1,0,0,17,17,0,0,1,1,0,32,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,30,0,0,1,2,1,1,1,1,2,1,Moderate Deficit
4188727,3,16,16,1,24,11,20,2,2,1,5,3,4,4,0,0,1,1,30,25,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,1,1,2,1,4,4,4,1,1,2,5,1,20,0,20,1,1,1,1,1,2,2,1,Moderate Deficit
5159177,1,2,2,1,37,8,37,0,0,1,16,15,15,14,6,4,6,4,30,42,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,37,1050,31,1,0,9,0,1,1,2,1,Moderate Deficit
4600488,3,3,3,2,20,3,10,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,10,1350,1,0,0,0,0,1,1,2,2,Well Equipped
