pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,Cluster,Deficit_Tier
6949227,3,7,1,1,5,0,1,1,0,2,0,0,4,4,0,0,0,0,0,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,0,1,1,2,2,2,Well Equipped
7003359,3,6,4,1,5,2,0,0,4,1,1,1,2,2,0,0,0,0,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2,2,Well Equipped
4131596,3,4,3,1,5,0,0,5,0,2,1,0,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,2,0,0,1,2,1,0,Server Deficit
5155383,2,5,5,7,3,0,3,0,0,2,1,1,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,1,0,1,0,1,1,2,2,2,Well Equipped
5234723,3,5,1,1,5,0,2,0,0,2,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,1,0,1,0,0,1,2,2,2,Well Equipped
3379164,2,5,2,1,5,0,4,0,0,2,3,3,2,2,0,0,0,0,6,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
9792828,2,6,6,1,5,2,5,0,0,1,2,2,1,1,0,0,0,0,9,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,0,0,0,1,2,2,2,Well Equipped
5908421,2,1,1,1,20,21,20,0,0,1,0,0,14,13,0,0,1,1,0,26,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,24,0,3,1,0,2,0,1,2,3,2,Well Equipped
8497704,1,2,2,1,20,6,20,0,0,1,11,11,11,11,0,0,0,0,40,40,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,15,30,0,10,0,2,1,1,1,2,2,2,Well Equipped
2564347,1,1,1,1,7,1,7,0,0,2,2,2,1,1,1,1,1,1,4,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,224,0,0,0,0,0,2,2,2,2,Well Equipped
5466553,3,3,3,1,5,0,5,0,0,2,2,2,6,6,0,0,0,0,2,3,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,7,1,0,0,0,3,0,1,1,2,2,2,Well Equipped
2745241,1,1,1,1,8,1,8,0,0,1,1,1,1,1,0,0,0,0,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,0,0,1,1,2,2,2,Well Equipped
5576526,3,5,5,1,5,0,5,0,0,2,2,2,2,2,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,4,3,0,0,1,1,3,1,1,2,2,2,Well Equipped
4913316,2,1,1,1,15,3,15,0,0,1,6,6,4,4,2,1,1,0,6,12,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,1,1,0,1,0,1,2,2,0,Server Deficit
6509360,3,3,3,1,10,12,12,0,0,1,2,2,2,2,1,0,1,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,1,1,1,1,1,1,2,2,Well Equipped
8914401,2,3,5,1,37,7,44,0,0,1,30,30,48,48,1,1,1,1,69,16,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,0,0,91,15,44,1,44,2,6,1,1,2,1,Moderate Deficit
5995164,3,1,1,1,5,2,2,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,1,0,0,1,2,1,2,Well Equipped
1964875,3,5,3,1,5,3,4,0,0,2,1,1,2,2,0,0,0,0,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,1,1,0,1,1,2,2,2,Well Equipped
4683639,3,7,7,1,22,3,22,0,0,1,4,4,4,4,0,0,0,0,10,10,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,5,9,0,0,1,1,1,2,1,1,3,0,Server Deficit
1319857,2,9,9,2,38,5,38,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,0,0,20,0,0,1,0,1,1,1,1,2,1,Moderate Deficit
1056069,1,1,1,1,56,5,23,0,0,2,16,15,12,11,6,5,5,3,30,22,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,15,1,0,1,1,3,1,2,1,1,2,2,Well Equipped
4723709,3,6,6,1,5,2,5,0,0,1,1,1,2,2,0,0,0,0,5,5,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,3,0,0,0,0,1,0,1,1,2,2,0,Server Deficit
3779213,3,10,2,5,5,0,3,0,0,2,0,0,1,1,0,0,0,0,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,3,0,Server Deficit
6720623,3,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,0,Server Deficit
3726329,3,4,1,1,5,0,2,0,0,2,1,0,1,1,0,0,0,0,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,2,2,1,2,Well Equipped
1651925,2,13,13,7,21,5,21,0,0,1,0,0,2,2,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,0,0,20,1400,20,1,0,1,1,1,1,2,1,Moderate Deficit
5504870,2,1,1,3,7,1,6,0,0,1,10,10,10,10,0,0,0,0,5,0,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,2,2,1,1,2,1,1,3,2,Well Equipped
5564327,2,4,4,1,5,2,5,0,0,1,2,2,2,2,0,0,0,0,12,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
3446947,3,7,7,1,5,1,3,2,0,1,1,1,1,1,0,0,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,4,0,0,0,0,1,1,0,1,1,2,2,Well Equipped
5470332,3,7,7,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,4,12,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,1,1,2,2,0,Server Deficit
9023029,3,7,2,1,5,1,1,2,0,1,2,2,1,1,0,0,0,0,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,0,2,2,1,2,Well Equipped
2294020,3,9,4,5,15,5,0,4,6,1,2,0,8,2,0,0,1,1,0,0,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,10,0,1,1,1,1,1,1,2,2,0,Server Deficit
9292476,1,6,2,1,31,7,27,4,0,1,0,0,47,46,0,0,6,6,0,90,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,1,4,1,2,9,0,0,15,0,0,2,0,2,0,1,1,2,1,Moderate Deficit
6852496,3,11,5,1,21,6,21,0,0,1,8,8,4,4,0,0,1,1,16,8,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,4,4,1,4,4,4,3,1,2,0,0,0,0,0,0,1,0,0,1,2,2,1,Moderate Deficit
1367394,2,2,2,7,7,2,7,0,0,1,4,4,4,4,4,4,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,7,1,0,0,1,1,1,1,1,1,2,2,Well Equipped
6131043,4,3,3,2,7,7,0,0,7,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,10,1,0,1,1,1,1,2,2,Well Equipped
5887390,3,1,0,1,5,2,2,0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,2,2,2,2,Well Equipped
7997489,1,5,1,7,13,8,9,0,0,1,4,4,6,6,0,0,0,0,4,11,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,1,1,1,1,1,4,4,4,1,2,9,0,0,8,0,2,0,1,1,2,1,2,2,1,Moderate Deficit
2201587,2,3,3,1,36,4,36,0,0,1,11,10,9,9,4,2,3,2,20,27,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,3,3,3,3,3,1,1,9,2,0,14,0,1,1,2,3,4,1,1,2,1,Moderate Deficit
9390147,2,4,4,1,48,4,48,0,0,1,26,24,24,22,10,9,10,8,72,22,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,25,125,0,1,0,1,0,1,1,3,1,Moderate Deficit
1731506,1,1,1,1,14,2,5,0,0,1,2,2,2,2,0,0,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,2,2,Well Equipped
2160328,1,1,1,1,5,2,5,0,0,1,3,3,4,4,1,1,1,1,9,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
1766294,2,16,16,7,33,5,28,5,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,246,0,1,0,1,1,1,1,2,1,Moderate Deficit
2448525,3,7,2,1,9,0,9,0,0,2,3,3,3,3,0,0,0,0,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,6,2,0,0,0,3,1,1,1,2,2,2,Well Equipped
9807607,3,20,7,2,29,15,24,3,0,1,1,1,4,4,1,1,0,0,50,40,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,13,1,38,0,3,1,2,4,5,1,2,2,1,Moderate Deficit
3114332,2,4,3,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
7254496,3,24,12,7,27,10,26,1,0,1,7,7,9,9,1,1,1,1,29,24,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,8,0,20,0,0,1,1,2,2,1,1,2,1,Moderate Deficit
6641223,1,1,1,1,17,2,17,0,0,1,6,6,4,4,2,1,1,0,12,12,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,1,0,0,1,0,1,2,2,2,Well Equipped
6238803,3,7,8,1,5,3,5,0,0,1,3,2,3,3,0,0,0,0,6,8,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,6,2,0,0,0,1,2,1,1,2,2,2,Well Equipped
2592230,1,2,1,3,6,2,3,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,0,2,2,2,2,Well Equipped
3048500,3,5,2,1,5,0,4,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2,2,Well Equipped
3807056,2,1,0,8,5,3,5,0,0,1,2,1,2,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,0,0,0,0,0,1,1,2,2,Well Equipped
8947969,3,5,5,1,4,3,2,2,0,1,2,2,2,2,1,1,1,1,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,0,0,1,0,1,1,2,2,2,Well Equipped
3380441,1,1,1,1,7,2,10,0,0,1,2,2,1,1,1,1,1,1,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,2,0,6,0,0,0,0,1,0,1,2,3,0,Server Deficit
6609476,2,1,1,1,24,7,24,0,0,1,10,9,8,8,4,3,3,2,9,8,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,2,2,9,3,0,45,1500,12,1,0,2,0,1,1,2,1,Moderate Deficit
4628009,1,2,2,1,39,7,44,0,0,1,22,20,18,17,9,6,9,7,20,17,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,4,4,4,1,1,9,2,3,54,150,0,1,18,1,3,1,1,2,1,Moderate Deficit
9415967,2,2,2,1,19,5,19,0,0,1,8,8,8,8,3,2,3,2,16,24,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,100,7,2,3,2,1,1,1,2,0,Server Deficit
9815787,3,7,3,1,5,1,5,0,0,2,4,4,4,4,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
3491204,3,11,4,1,8,1,4,4,0,1,0,0,4,4,0,0,0,0,9,9,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,10,0,0,1,1,2,2,1,2,2,2,Well Equipped
5342886,3,2,2,1,11,3,11,0,0,1,1,1,1,1,0,0,0,0,3,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
4020984,2,1,1,1,26,9,26,0,0,1,12,11,9,9,4,3,3,2,11,18,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,10,0,25,1400,5,2,2,5,2,1,1,2,1,Moderate Deficit
4073611,1,3,3,1,28,7,28,0,0,1,25,23,18,17,10,9,8,6,69,34,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,2,10,0,55,0,0,0,0,0,0,1,2,3,1,Moderate Deficit
4308346,1,1,1,1,26,7,26,0,0,1,0,0,40,40,0,0,1,1,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,43,0,0,1,26,1,2,1,2,3,2,Well Equipped
1978361,2,3,2,1,47,12,35,0,0,1,28,28,4,4,0,0,0,0,80,20,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,5,1,50,0,0,0,5,1,0,1,2,2,1,Moderate Deficit
9589920,3,2,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
9100156,1,1,1,1,14,2,14,0,0,1,6,6,7,7,2,1,3,2,12,7,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,1,0,1,2,2,2,Well Equipped
8852029,2,2,2,1,37,6,37,0,0,1,40,40,40,40,5,5,5,5,40,10,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,2,0,30,1500,0,2,0,1,0,1,1,1,1,Moderate Deficit
2047931,3,2,0,1,5,0,0,0,2,2,2,2,2,2,0,0,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,0,0,1,0,1,2,2,2,2,Well Equipped
5589026,1,1,1,3,5,2,5,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
9405406,3,4,2,1,5,1,1,0,0,2,1,1,2,2,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
7262168,1,3,3,1,14,7,14,0,0,1,4,4,4,4,3,3,3,3,8,8,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,9,0,0,10,0,0,0,0,0,1,1,1,3,1,Moderate Deficit
3076259,3,7,2,1,5,1,0,0,2,2,1,0,1,0,0,0,0,0,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,1,2,2,0,Server Deficit
2409245,3,2,1,1,5,0,4,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,1,0,1,2,3,2,Well Equipped
5614752,3,4,3,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,5,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,1,2,3,2,Well Equipped
6531465,3,1,0,8,5,3,3,0,2,1,2,2,2,2,0,0,0,0,3,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,1,0,0,1,2,2,2,Well Equipped
4024743,2,4,4,1,5,0,5,0,0,2,1,1,1,0,0,0,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,1,0,0,0,0,0,0,2,2,2,2,2,Well Equipped
4619645,2,5,4,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,1,1,2,2,2,Well Equipped
7506089,1,1,1,1,27,8,34,0,0,1,24,24,36,36,4,4,6,6,26,24,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,4,2,45,1224,8,1,16,2,2,1,1,1,1,Moderate Deficit
7635892,3,3,3,5,5,0,5,0,0,2,0,0,2,2,0,0,0,0,0,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
4033263,1,1,1,1,11,6,12,0,0,1,6,6,6,6,3,3,3,3,13,13,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,35,20,20,1,14,1,4,1,1,3,2,Well Equipped
2036968,3,5,5,1,12,7,12,0,0,1,0,0,3,3,0,0,0,0,0,12,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,6,5,0,0,0,1,1,1,1,2,2,2,Well Equipped
7555253,1,3,1,1,8,6,8,0,0,1,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,20,2,0,0,0,0,1,1,1,2,2,0,Server Deficit
8664020,3,5,1,1,5,4,2,0,0,2,1,1,2,2,0,0,0,0,9,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
3037062,3,2,2,1,4,0,4,0,0,2,1,1,1,1,0,0,0,0,1,3,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,1,2,2,2,Well Equipped
7395660,3,6,4,1,10,1,5,2,0,1,3,3,7,7,0,0,0,0,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,4,10,0,0,1,1,0,1,1,2,2,2,Well Equipped
7311439,3,2,1,5,5,0,2,0,0,2,2,2,2,2,0,0,0,0,8,8,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,1,0,1,0,0,1,2,2,2,Well Equipped
1637048,2,3,1,3,8,1,6,1,1,1,1,1,1,1,0,0,0,0,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,10,1,1,1,1,1,2,2,2,Well Equipped
4362609,3,3,2,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
